,C,p,Train Error,Train Error STD,Test Error,Test Error STD
0,0.1,0.015625,0.04335170744823878,0.0009819759739666453,0.059811827956989236,0.003909881318836987
1,1.0,0.015625,0.0015125033611185805,0.00028480398177352595,0.02556451612903226,0.00394154228426889
2,10.0,0.015625,0.0002352783006184458,5.821628151280175e-05,0.02252688172043011,0.003479703467803098
3,100.0,0.015625,9.411132024737833e-05,6.161032125512019e-05,0.024193548387096774,0.002343494055667029
4,1000.0,0.015625,0.0,0.0,0.022419354838709677,0.0026068339618065925
