,C,p,Train Error,Train Error STD,Test Error,Test Error STD
0,0.1,3.0,0.05371067491261091,0.0011490897113655071,0.060806451612903226,0.003549608782848186
1,1.0,3.0,0.012832750739446088,0.0007467131721527408,0.028225806451612906,0.0039306186508460735
2,10.0,3.0,0.0007125571390158645,0.00010500470120874771,0.02086021505376344,0.003592910633678198
3,100.0,3.0,0.00010083355740790536,5.821628151280174e-05,0.022795698924731187,0.002043010752688172
4,1000.0,3.0,6.722237160527024e-06,2.9301552457251095e-05,0.021075268817204302,0.00229110491964113
